replicate,K_W_per_K,UA_W_per_K,SSE,success
101,27918.345694468495,1799.3146496630932,1.1601100343441464,True
102,27909.334863361335,1801.3208758617668,1.293978284383896,True
103,28064.584269367486,1799.6959265666987,1.0842773469476108,True
104,27986.811441786987,1794.723969027997,1.0561136364940473,True
105,27604.502863732487,1804.2212934699073,0.9395481527034025,True
106,27808.896144332488,1797.733092339736,0.8875518081660485,True
107,28203.131417090673,1799.214844440546,1.1403178142797024,True
108,27831.71617202484,1800.665358039832,1.2188734131040675,True
109,28043.174187680313,1799.0849025506213,1.338672940886899,True
110,28130.504115580894,1795.6104198388082,1.2740032072705465,True
111,28218.599943828136,1796.5838902262358,1.5189103116966172,True
112,28122.04372492111,1796.9018695929356,1.3224080368327464,True
113,27704.827394797863,1799.635300283919,1.3335749307672582,True
114,27940.17253882865,1799.011084826485,1.728272215901553,True
115,28265.11003141151,1793.225100429052,1.2808078890078705,True
116,28048.172308580033,1798.6475209279267,1.082712367970848,True
117,27732.96275447555,1797.5904660418314,1.3000834555162033,True
118,28232.18758636651,1793.9528519287426,1.1811272107156794,True
119,27925.266528882297,1799.5998276040862,1.1404841524313922,True
120,27731.3615335497,1803.252568475417,0.9478425131441823,True
121,28000.400872249018,1799.2579271864051,1.5168047502923714,True
122,27951.66495155329,1798.9173743472725,0.9674003249944659,True
123,27879.244596727483,1802.565727754499,0.7755476341467711,True
124,27884.2905434166,1803.9861894746734,1.264556847542648,True
125,28390.849009181165,1798.825656900301,1.0005753085615094,True
126,27957.66940751418,1791.8194622597612,1.3416896178937037,True
127,27849.658277136914,1798.6930494243345,0.7936687183301278,True
128,28014.62884619788,1795.7971891696802,1.3346799769121835,True
129,27929.51008649768,1797.7333301299625,1.3018775907813023,True
130,27779.498648392448,1797.7146746723517,1.4434524025463602,True
131,27670.634972486685,1802.2281045926043,0.9379269928850388,True
132,27783.63052000674,1801.431078613348,0.6982330574154487,True
133,27689.56131625734,1798.7350349635956,1.3473176450823172,True
134,27870.56372168611,1800.822774951818,0.9963997429650291,True
